vehicle_id,model,vehicle_age,segment,fuel_type,airbags,ncap_rating,is_parking_camera,is_speed_alert,is_brake_assist,customer_id
9402,M6,3.4,B2,Petrol,2,2,No,Yes,Yes,9402
9403,M9,2.4,C1,Diesel,2,4,Yes,Yes,No,9403
9404,M4,3.6,C2,Diesel,6,3,Yes,Yes,Yes,9404
9405,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,9405
9406,M7,2.6,B2,Petrol,6,0,Yes,Yes,Yes,9406
9407,M6,2.2,B2,Petrol,2,2,No,Yes,Yes,9407
9408,M9,2.4,C1,Diesel,2,4,Yes,Yes,No,9408
9409,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,9409
9410,M1,0.4,A,CNG,2,0,No,Yes,No,9410
9411,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,9411
9412,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,9412
9413,M8,1.8,B1,CNG,2,2,No,Yes,No,9413
9414,M5,3.4,B2,Diesel,2,5,No,Yes,No,9414
9415,M10,0.2,Utility,CNG,1,0,No,Yes,No,9415
9416,M4,4.6,C2,Diesel,6,3,Yes,Yes,Yes,9416
9417,M1,0.8,A,CNG,2,0,No,Yes,No,9417
9418,M1,0.2,A,CNG,2,0,No,Yes,No,9418
9419,M1,2.0,A,CNG,2,0,No,Yes,No,9419
9420,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,9420
9421,M1,3.0,A,CNG,2,0,No,Yes,No,9421
9422,M1,0.0,A,CNG,2,0,No,Yes,No,9422
9423,M6,2.8,B2,Petrol,2,2,No,Yes,Yes,9423
9424,M1,0.0,A,CNG,2,0,No,Yes,No,9424
9425,M3,2.4,A,Petrol,2,2,Yes,Yes,No,9425
9426,M10,3.2,Utility,CNG,1,0,No,Yes,No,9426
9427,M1,0.0,A,CNG,2,0,No,Yes,No,9427
9428,M8,2.6,B1,CNG,2,2,No,Yes,No,9428
9429,M6,2.8,B2,Petrol,2,2,No,Yes,Yes,9429
9430,M4,0.6,C2,Diesel,6,3,Yes,Yes,Yes,9430
9431,M8,0.8,B1,CNG,2,2,No,Yes,No,9431
9432,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,9432
9433,M6,3.2,B2,Petrol,2,2,No,Yes,Yes,9433
9434,M1,0.4,A,CNG,2,0,No,Yes,No,9434
9435,M1,1.2,A,CNG,2,0,No,Yes,No,9435
9436,M1,0.6,A,CNG,2,0,No,Yes,No,9436
9437,M7,1.8,B2,Petrol,6,0,Yes,Yes,Yes,9437
9438,M9,1.6,C1,Diesel,2,4,Yes,Yes,No,9438
9439,M1,1.2,A,CNG,2,0,No,Yes,No,9439
9440,M4,0.0,C2,Diesel,6,3,Yes,Yes,Yes,9440
9441,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,9441
9442,M6,3.2,B2,Petrol,2,2,No,Yes,Yes,9442
9443,M7,4.0,B2,Petrol,6,0,Yes,Yes,Yes,9443
9444,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,9444
9445,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,9445
9446,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,9446
9447,M4,3.4,C2,Diesel,6,3,Yes,Yes,Yes,9447
9448,M4,1.6,C2,Diesel,6,3,Yes,Yes,Yes,9448
9449,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,9449
9450,M7,1.8,B2,Petrol,6,0,Yes,Yes,Yes,9450
9451,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,9451
9452,M1,0.2,A,CNG,2,0,No,Yes,No,9452
9453,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,9453
9454,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,9454
9455,M10,0.0,Utility,CNG,1,0,No,Yes,No,9455
9456,M3,2.0,A,Petrol,2,2,Yes,Yes,No,9456
9457,M1,0.2,A,CNG,2,0,No,Yes,No,9457
9458,M1,0.2,A,CNG,2,0,No,Yes,No,9458
9459,M3,1.8,A,Petrol,2,2,Yes,Yes,No,9459
9460,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,9460
9461,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,9461
9462,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,9462
9463,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,9463
9464,M8,0.0,B1,CNG,2,2,No,Yes,No,9464
9465,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,9465
9466,M1,1.2,A,CNG,2,0,No,Yes,No,9466
9467,M1,1.8,A,CNG,2,0,No,Yes,No,9467
9468,M1,0.0,A,CNG,2,0,No,Yes,No,9468
9469,M6,2.2,B2,Petrol,2,2,No,Yes,Yes,9469
9470,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,9470
9471,M6,3.0,B2,Petrol,2,2,No,Yes,Yes,9471
9472,M1,0.0,A,CNG,2,0,No,Yes,No,9472
9473,M5,1.2,B2,Diesel,2,5,No,Yes,No,9473
9474,M1,0.0,A,CNG,2,0,No,Yes,No,9474
9475,M1,0.2,A,CNG,2,0,No,Yes,No,9475
9476,M4,2.2,C2,Diesel,6,3,Yes,Yes,Yes,9476
9477,M4,2.2,C2,Diesel,6,3,Yes,Yes,Yes,9477
9478,M1,1.6,A,CNG,2,0,No,Yes,No,9478
9479,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,9479
9480,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,9480
9481,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,9481
9482,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,9482
9483,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,9483
9484,M6,2.8,B2,Petrol,2,2,No,Yes,Yes,9484
9485,M1,0.0,A,CNG,2,0,No,Yes,No,9485
9486,M7,0.4,B2,Petrol,6,0,Yes,Yes,Yes,9486
9487,M4,0.6,C2,Diesel,6,3,Yes,Yes,Yes,9487
9488,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,9488
9489,M1,0.2,A,CNG,2,0,No,Yes,No,9489
9490,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,9490
9491,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,9491
9492,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,9492
9493,M8,1.0,B1,CNG,2,2,No,Yes,No,9493
9494,M1,1.0,A,CNG,2,0,No,Yes,No,9494
9495,M10,0.0,Utility,CNG,1,0,No,Yes,No,9495
9496,M1,0.6,A,CNG,2,0,No,Yes,No,9496
9497,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,9497
9498,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,9498
9499,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,9499
9500,M4,3.6,C2,Diesel,6,3,Yes,Yes,Yes,9500
9501,M1,1.2,A,CNG,2,0,No,Yes,No,9501
9502,M1,1.0,A,CNG,2,0,No,Yes,No,9502
9503,M1,0.2,A,CNG,2,0,No,Yes,No,9503
9504,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,9504
9505,M8,2.2,B1,CNG,2,2,No,Yes,No,9505
9506,M1,1.0,A,CNG,2,0,No,Yes,No,9506
9507,M1,0.2,A,CNG,2,0,No,Yes,No,9507
9508,M1,0.2,A,CNG,2,0,No,Yes,No,9508
9509,M7,3.6,B2,Petrol,6,0,Yes,Yes,Yes,9509
9510,M3,1.0,A,Petrol,2,2,Yes,Yes,No,9510
9511,M1,0.4,A,CNG,2,0,No,Yes,No,9511
9512,M8,2.2,B1,CNG,2,2,No,Yes,No,9512
9513,M8,0.8,B1,CNG,2,2,No,Yes,No,9513
9514,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,9514
9515,M4,1.6,C2,Diesel,6,3,Yes,Yes,Yes,9515
9516,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,9516
9517,M1,1.4,A,CNG,2,0,No,Yes,No,9517
9518,M2,0.6,C1,Petrol,2,2,Yes,Yes,Yes,9518
9519,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,9519
9520,M8,0.4,B1,CNG,2,2,No,Yes,No,9520
9521,M4,3.4,C2,Diesel,6,3,Yes,Yes,Yes,9521
9522,M1,0.0,A,CNG,2,0,No,Yes,No,9522
9523,M6,3.6,B2,Petrol,2,2,No,Yes,Yes,9523
9524,M1,0.4,A,CNG,2,0,No,Yes,No,9524
9525,M1,0.6,A,CNG,2,0,No,Yes,No,9525
9526,M1,1.2,A,CNG,2,0,No,Yes,No,9526
9527,M8,1.4,B1,CNG,2,2,No,Yes,No,9527
9528,M1,0.6,A,CNG,2,0,No,Yes,No,9528
9529,M1,1.4,A,CNG,2,0,No,Yes,No,9529
9530,M8,1.2,B1,CNG,2,2,No,Yes,No,9530
9531,M5,6.2,B2,Diesel,2,5,No,Yes,No,9531
9532,M1,0.0,A,CNG,2,0,No,Yes,No,9532
9533,M2,2.0,C1,Petrol,2,2,Yes,Yes,Yes,9533
9534,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,9534
9535,M4,0.2,C2,Diesel,6,3,Yes,Yes,Yes,9535
9536,M3,0.2,A,Petrol,2,2,Yes,Yes,No,9536
9537,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,9537
9538,M1,0.4,A,CNG,2,0,No,Yes,No,9538
9539,M4,2.2,C2,Diesel,6,3,Yes,Yes,Yes,9539
9540,M3,1.0,A,Petrol,2,2,Yes,Yes,No,9540
9541,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,9541
9542,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,9542
9543,M6,3.4,B2,Petrol,2,2,No,Yes,Yes,9543
9544,M4,0.0,C2,Diesel,6,3,Yes,Yes,Yes,9544
9545,M7,1.2,B2,Petrol,6,0,Yes,Yes,Yes,9545
9546,M1,0.0,A,CNG,2,0,No,Yes,No,9546
9547,M1,0.2,A,CNG,2,0,No,Yes,No,9547
9548,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9548
9549,M9,0.4,C1,Diesel,2,4,Yes,Yes,No,9549
9550,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,9550
9551,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,9551
9552,M9,2.0,C1,Diesel,2,4,Yes,Yes,No,9552
9553,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,9553
9554,M5,3.2,B2,Diesel,2,5,No,Yes,No,9554
9555,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,9555
9556,M7,1.0,B2,Petrol,6,0,Yes,Yes,Yes,9556
9557,M4,0.2,C2,Diesel,6,3,Yes,Yes,Yes,9557
9558,M8,2.4,B1,CNG,2,2,No,Yes,No,9558
9559,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,9559
9560,M1,0.2,A,CNG,2,0,No,Yes,No,9560
9561,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,9561
9562,M8,3.0,B1,CNG,2,2,No,Yes,No,9562
9563,M7,1.8,B2,Petrol,6,0,Yes,Yes,Yes,9563
9564,M8,0.6,B1,CNG,2,2,No,Yes,No,9564
9565,M8,1.8,B1,CNG,2,2,No,Yes,No,9565
9566,M9,0.8,C1,Diesel,2,4,Yes,Yes,No,9566
9567,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,9567
9568,M6,3.2,B2,Petrol,2,2,No,Yes,Yes,9568
9569,M8,2.4,B1,CNG,2,2,No,Yes,No,9569
9570,M4,3.4,C2,Diesel,6,3,Yes,Yes,Yes,9570
9571,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,9571
9572,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,9572
9573,M10,2.0,Utility,CNG,1,0,No,Yes,No,9573
9574,M7,4.8,B2,Petrol,6,0,Yes,Yes,Yes,9574
9575,M1,0.6,A,CNG,2,0,No,Yes,No,9575
9576,M7,1.2,B2,Petrol,6,0,Yes,Yes,Yes,9576
9577,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,9577
9578,M9,0.4,C1,Diesel,2,4,Yes,Yes,No,9578
9579,M1,0.6,A,CNG,2,0,No,Yes,No,9579
9580,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,9580
9581,M7,2.0,B2,Petrol,6,0,Yes,Yes,Yes,9581
9582,M1,0.2,A,CNG,2,0,No,Yes,No,9582
9583,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,9583
9584,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,9584
9585,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,9585
9586,M3,1.6,A,Petrol,2,2,Yes,Yes,No,9586
9587,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,9587
9588,M8,0.8,B1,CNG,2,2,No,Yes,No,9588
9589,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,9589
9590,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,9590
9591,M8,0.6,B1,CNG,2,2,No,Yes,No,9591
9592,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,9592
9593,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,9593
9594,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9594
9595,M4,0.2,C2,Diesel,6,3,Yes,Yes,Yes,9595
9596,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,9596
9597,M1,0.4,A,CNG,2,0,No,Yes,No,9597
9598,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,9598
9599,M6,3.2,B2,Petrol,2,2,No,Yes,Yes,9599
9600,M5,1.0,B2,Diesel,2,5,No,Yes,No,9600
9601,M1,0.0,A,CNG,2,0,No,Yes,No,9601
9602,M8,2.6,B1,CNG,2,2,No,Yes,No,9602
9603,M4,0.6,C2,Diesel,6,3,Yes,Yes,Yes,9603
9604,M3,0.2,A,Petrol,2,2,Yes,Yes,No,9604
9605,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,9605
9606,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,9606
9607,M6,3.0,B2,Petrol,2,2,No,Yes,Yes,9607
9608,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,9608
9609,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,9609
9610,M6,3.4,B2,Petrol,2,2,No,Yes,Yes,9610
9611,M1,0.4,A,CNG,2,0,No,Yes,No,9611
9612,M1,0.2,A,CNG,2,0,No,Yes,No,9612
9613,M7,2.0,B2,Petrol,6,0,Yes,Yes,Yes,9613
9614,M4,2.2,C2,Diesel,6,3,Yes,Yes,Yes,9614
9615,M5,2.8,B2,Diesel,2,5,No,Yes,No,9615
9616,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,9616
9617,M4,1.6,C2,Diesel,6,3,Yes,Yes,Yes,9617
9618,M4,1.6,C2,Diesel,6,3,Yes,Yes,Yes,9618
9619,M6,3.0,B2,Petrol,2,2,No,Yes,Yes,9619
9620,M6,3.0,B2,Petrol,2,2,No,Yes,Yes,9620
9621,M1,0.4,A,CNG,2,0,No,Yes,No,9621
9622,M6,1.6,B2,Petrol,2,2,No,Yes,Yes,9622
9623,M1,0.6,A,CNG,2,0,No,Yes,No,9623
9624,M7,1.0,B2,Petrol,6,0,Yes,Yes,Yes,9624
9625,M6,2.8,B2,Petrol,2,2,No,Yes,Yes,9625
9626,M1,0.4,A,CNG,2,0,No,Yes,No,9626
9627,M10,2.0,Utility,CNG,1,0,No,Yes,No,9627
9628,M8,1.4,B1,CNG,2,2,No,Yes,No,9628
9629,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,9629
9630,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,9630
9631,M1,0.8,A,CNG,2,0,No,Yes,No,9631
9632,M1,0.4,A,CNG,2,0,No,Yes,No,9632
9633,M1,0.0,A,CNG,2,0,No,Yes,No,9633
9634,M1,0.6,A,CNG,2,0,No,Yes,No,9634
9635,M1,0.6,A,CNG,2,0,No,Yes,No,9635
9636,M1,0.0,A,CNG,2,0,No,Yes,No,9636
9637,M3,2.2,A,Petrol,2,2,Yes,Yes,No,9637
9638,M7,3.2,B2,Petrol,6,0,Yes,Yes,Yes,9638
9639,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,9639
9640,M4,3.2,C2,Diesel,6,3,Yes,Yes,Yes,9640
9641,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,9641
9642,M1,0.4,A,CNG,2,0,No,Yes,No,9642
9643,M1,0.4,A,CNG,2,0,No,Yes,No,9643
9644,M11,1.8,C1,Petrol,2,5,Yes,No,Yes,9644
9645,M1,1.0,A,CNG,2,0,No,Yes,No,9645
9646,M6,3.0,B2,Petrol,2,2,No,Yes,Yes,9646
9647,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9647
9648,M5,0.4,B2,Diesel,2,5,No,Yes,No,9648
9649,M1,2.4,A,CNG,2,0,No,Yes,No,9649
9650,M7,1.2,B2,Petrol,6,0,Yes,Yes,Yes,9650
9651,M1,0.6,A,CNG,2,0,No,Yes,No,9651
9652,M8,1.6,B1,CNG,2,2,No,Yes,No,9652
9653,M1,0.2,A,CNG,2,0,No,Yes,No,9653
9654,M1,0.2,A,CNG,2,0,No,Yes,No,9654
9655,M5,2.4,B2,Diesel,2,5,No,Yes,No,9655
9656,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,9656
9657,M4,0.0,C2,Diesel,6,3,Yes,Yes,Yes,9657
9658,M9,0.2,C1,Diesel,2,4,Yes,Yes,No,9658
9659,M8,0.6,B1,CNG,2,2,No,Yes,No,9659
9660,M1,0.2,A,CNG,2,0,No,Yes,No,9660
9661,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,9661
9662,M5,3.2,B2,Diesel,2,5,No,Yes,No,9662
9663,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,9663
9664,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,9664
9665,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,9665
9666,M4,0.2,C2,Diesel,6,3,Yes,Yes,Yes,9666
9667,M8,0.8,B1,CNG,2,2,No,Yes,No,9667
9668,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,9668
9669,M1,0.2,A,CNG,2,0,No,Yes,No,9669
9670,M1,0.8,A,CNG,2,0,No,Yes,No,9670
9671,M11,0.8,C1,Petrol,2,5,Yes,No,Yes,9671
9672,M1,1.4,A,CNG,2,0,No,Yes,No,9672
9673,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,9673
9674,M1,0.0,A,CNG,2,0,No,Yes,No,9674
9675,M1,2.0,A,CNG,2,0,No,Yes,No,9675
9676,M1,0.2,A,CNG,2,0,No,Yes,No,9676
9677,M3,1.0,A,Petrol,2,2,Yes,Yes,No,9677
9678,M7,1.6,B2,Petrol,6,0,Yes,Yes,Yes,9678
9679,M6,1.8,B2,Petrol,2,2,No,Yes,Yes,9679
9680,M9,1.4,C1,Diesel,2,4,Yes,Yes,No,9680
9681,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,9681
9682,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,9682
9683,M1,0.6,A,CNG,2,0,No,Yes,No,9683
9684,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,9684
9685,M8,0.8,B1,CNG,2,2,No,Yes,No,9685
9686,M7,0.4,B2,Petrol,6,0,Yes,Yes,Yes,9686
9687,M9,1.4,C1,Diesel,2,4,Yes,Yes,No,9687
9688,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9688
9689,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,9689
9690,M2,1.8,C1,Petrol,2,2,Yes,Yes,Yes,9690
9691,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,9691
9692,M1,0.2,A,CNG,2,0,No,Yes,No,9692
9693,M1,0.6,A,CNG,2,0,No,Yes,No,9693
9694,M9,0.4,C1,Diesel,2,4,Yes,Yes,No,9694
9695,M4,3.4,C2,Diesel,6,3,Yes,Yes,Yes,9695
9696,M1,0.2,A,CNG,2,0,No,Yes,No,9696
9697,M4,1.6,C2,Diesel,6,3,Yes,Yes,Yes,9697
9698,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,9698
9699,M1,0.2,A,CNG,2,0,No,Yes,No,9699
9700,M1,0.2,A,CNG,2,0,No,Yes,No,9700
9701,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,9701
9702,M1,0.4,A,CNG,2,0,No,Yes,No,9702
9703,M8,0.4,B1,CNG,2,2,No,Yes,No,9703
9704,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,9704
9705,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9705
9706,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,9706
9707,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,9707
9708,M6,1.8,B2,Petrol,2,2,No,Yes,Yes,9708
9709,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,9709
9710,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,9710
9711,M1,0.8,A,CNG,2,0,No,Yes,No,9711
9712,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9712
9713,M3,2.0,A,Petrol,2,2,Yes,Yes,No,9713
9714,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,9714
9715,M1,0.0,A,CNG,2,0,No,Yes,No,9715
9716,M1,0.6,A,CNG,2,0,No,Yes,No,9716
9717,M7,2.4,B2,Petrol,6,0,Yes,Yes,Yes,9717
9718,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,9718
9719,M9,2.8,C1,Diesel,2,4,Yes,Yes,No,9719
9720,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,9720
9721,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,9721
9722,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,9722
9723,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,9723
9724,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,9724
9725,M10,3.0,Utility,CNG,1,0,No,Yes,No,9725
9726,M6,2.8,B2,Petrol,2,2,No,Yes,Yes,9726
9727,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9727
9728,M4,2.2,C2,Diesel,6,3,Yes,Yes,Yes,9728
9729,M5,1.2,B2,Diesel,2,5,No,Yes,No,9729
9730,M4,1.6,C2,Diesel,6,3,Yes,Yes,Yes,9730
9731,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,9731
9732,M6,1.6,B2,Petrol,2,2,No,Yes,Yes,9732
9733,M1,0.2,A,CNG,2,0,No,Yes,No,9733
9734,M1,0.4,A,CNG,2,0,No,Yes,No,9734
9735,M7,0.4,B2,Petrol,6,0,Yes,Yes,Yes,9735
9736,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,9736
9737,M1,0.4,A,CNG,2,0,No,Yes,No,9737
9738,M1,0.2,A,CNG,2,0,No,Yes,No,9738
9739,M1,0.2,A,CNG,2,0,No,Yes,No,9739
9740,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,9740
9741,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,9741
9742,M6,6.0,B2,Petrol,2,2,No,Yes,Yes,9742
9743,M7,2.6,B2,Petrol,6,0,Yes,Yes,Yes,9743
9744,M6,1.6,B2,Petrol,2,2,No,Yes,Yes,9744
9745,M5,0.0,B2,Diesel,2,5,No,Yes,No,9745
9746,M1,2.0,A,CNG,2,0,No,Yes,No,9746
9747,M1,0.2,A,CNG,2,0,No,Yes,No,9747
9748,M1,0.0,A,CNG,2,0,No,Yes,No,9748
9749,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,9749
9750,M1,0.4,A,CNG,2,0,No,Yes,No,9750
9751,M3,2.6,A,Petrol,2,2,Yes,Yes,No,9751
9752,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,9752
9753,M8,0.6,B1,CNG,2,2,No,Yes,No,9753
9754,M4,2.2,C2,Diesel,6,3,Yes,Yes,Yes,9754
9755,M1,0.2,A,CNG,2,0,No,Yes,No,9755
9756,M1,0.4,A,CNG,2,0,No,Yes,No,9756
9757,M7,0.0,B2,Petrol,6,0,Yes,Yes,Yes,9757
9758,M6,3.2,B2,Petrol,2,2,No,Yes,Yes,9758
9759,M8,0.6,B1,CNG,2,2,No,Yes,No,9759
9760,M1,1.2,A,CNG,2,0,No,Yes,No,9760
9761,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,9761
9762,M8,1.8,B1,CNG,2,2,No,Yes,No,9762
9763,M1,0.8,A,CNG,2,0,No,Yes,No,9763
9764,M1,0.6,A,CNG,2,0,No,Yes,No,9764
9765,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,9765
9766,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,9766
9767,M6,3.2,B2,Petrol,2,2,No,Yes,Yes,9767
9768,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,9768
9769,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,9769
9770,M4,3.2,C2,Diesel,6,3,Yes,Yes,Yes,9770
9771,M4,0.2,C2,Diesel,6,3,Yes,Yes,Yes,9771
9772,M4,0.6,C2,Diesel,6,3,Yes,Yes,Yes,9772
9773,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,9773
9774,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,9774
9775,M8,0.2,B1,CNG,2,2,No,Yes,No,9775
9776,M4,2.2,C2,Diesel,6,3,Yes,Yes,Yes,9776
9777,M1,0.6,A,CNG,2,0,No,Yes,No,9777
9778,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,9778
9779,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9779
9780,M9,0.4,C1,Diesel,2,4,Yes,Yes,No,9780
9781,M1,0.0,A,CNG,2,0,No,Yes,No,9781
9782,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,9782
9783,M1,0.2,A,CNG,2,0,No,Yes,No,9783
9784,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,9784
9785,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,9785
9786,M4,0.6,C2,Diesel,6,3,Yes,Yes,Yes,9786
9787,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,9787
9788,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9788
9789,M1,0.4,A,CNG,2,0,No,Yes,No,9789
9790,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,9790
9791,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,9791
9792,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,9792
9793,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,9793
9794,M1,0.2,A,CNG,2,0,No,Yes,No,9794
9795,M4,0.0,C2,Diesel,6,3,Yes,Yes,Yes,9795
9796,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,9796
9797,M4,3.2,C2,Diesel,6,3,Yes,Yes,Yes,9797
9798,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,9798
9799,M8,1.0,B1,CNG,2,2,No,Yes,No,9799
9800,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9800
9801,M1,0.2,A,CNG,2,0,No,Yes,No,9801
9802,M1,0.2,A,CNG,2,0,No,Yes,No,9802
9803,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,9803
9804,M8,2.4,B1,CNG,2,2,No,Yes,No,9804
9805,M8,1.2,B1,CNG,2,2,No,Yes,No,9805
9806,M1,0.0,A,CNG,2,0,No,Yes,No,9806
9807,M1,0.4,A,CNG,2,0,No,Yes,No,9807
9808,M1,1.0,A,CNG,2,0,No,Yes,No,9808
